,label,stemmed_narasi_model,stemmed_judul_model
3064,0,kami kecam berita bohong atau hoaks tentang gubernur yang edar di media sosial beberapa hari ini dalam berita hoaks lalu akun palsu fb zulkieflimansyah itu gubernur sebut beri ucap selamat kepada salah satu calon presiden ri saat ini,klarifikasi humas pemprov ntb kait kabar gurbenur zulkifliemansyah yang sebut ucap selamat kepada prabowo sandi
3065,1,terang di tvone janggal edar foto panwaslu malaysia yaza azzahra pose dua jari sama rawan,foto panwaslu malaysia yaza azzahra pose dua jari sama rawan
3066,1,cebong pasti bilang hoax link segera update harap sabar pasti segera update sampai hitung selesai hasil hitung sementara luar negeri luarbiasa,hasil hitung sementara luar negeri luarbiasa
3067,1,mari kita lihat siapa di balik prabowo sandiaga uno buah sumber percaya bocor kepada saya bahwa di balik pencapresan prabowo lama ini betul ada kuat asing yang pengin lahap indonesia,mari kita lihat siapa di balik prabowo sandiaga uno
3068,0,hatihati kalau pilih tk buat anakanak kita,guru tk di malaysia yang rekam aniaya murid tangkap
3069,0,surat itu pasti hoax surat palsu,kemendagri tidak pernah keluar dan edar surat bekal cpns tahun
3070,1,baru zaja kemarin sih kuping puji diam harga pertalite naik rp jadi rp liter,pertalite naik jadi rpliter
3071,1,nikah bareng di mall ciputra stop pacar ayo meni full fasilitas maharseperangkat alat sholat biaya nikah bingkis manten rias busana dokumentasi pengantin gratis buka untuk umum,mall ciputra semarang adakan nikah masal gratis
3072,1,donor sperma untuk workshop iui tanggal desember tempat gedung imeri fkui dapat fee ribu dan makan siang ok butuh orang donor buat teman cowonya sekolah kerja orang main daerah salemba fkui mohon bantu dan sumbang ya cp eli whatsapp and call selenggara inarepromed indonesian reproductive medicine research and training center fkui shared would be really much appreciated thanks ini advance guys better tahan waste itu ini ur bathroom,donor sperma di fakultas dokter universitas indonesia
3073,1,perppu ormas otoriter tegas biasa saja,polling perppu ormas oleh gibran rakabuming
3074,1,aksi damai tolak bangun gereja dan sekolah santa laurensia,aksi damai tolak bangun gereja dan sekolah santa laurensia
3075,1,jelas menko polhukam tentang isu politik kini,jelas menko polhukam tentang isu politik kini
3076,0,foto pandang kota damaskus suriah,foto pandang kota damaskus suriah
3077,1,china jang jia jie jembatan kaca jatuh hancur bawa bencana,jembatan kaca di cina jatuh hancur bawa bencana
3078,0,masih belon sadar jugabahwa terus bangsa ini sedang racun dan hancur oleh koloni itu,polda sulsel sita kg sabu dalam kemas kopi cina
3079,0,kelola bus po npm angga vircansa chairul panggil ditreskrimum polda metro jaya bagai saksi duga makar karena sewa unitunit bus nya kepada serta aksi dari sumatera barat ini adalah pencideraan janji kapolri yang tidak akan menghalanghalangi milik po bus untuk sewa unit kepada kami para,kelola bus po npm panggil polisi
3080,0,susup atau jajah ini ya,jamur polisi dan tentara gadungan ada apa
3081,1,hari ini jakarta sudah semua zona merah hati ya jangan keluar rumah kalau enggak perlu,gambar peta dengan narasi hari ini jakarta sudah semua zona merah hati ya jangan keluar rumah kalau enggak perlu
3082,1,ada pasien covid di rs manap tinggal sekarang siap makam bang lagi siap orang dipmakaman pall mayat lagi dalam proses kremasi,pasien covid tinggal di rumah sakit manaf kota jambi
3083,1,awat pasien corona histeris ariel noah jadi rawan tenaga medis,foto ariel noah jadi rawan tenaga medis di tengah pandemi virus corona atau covid
3084,1,wes berita gembira moga nyata agar juta rakyat indonesia dan negara cinta selamat dari digadaikanya aamiin,jokowi positif corona
3085,1,bpk ibuorang karangturibalak cawassudah tular virus coronadia plng dari jepangdi bawa ke rsi tugulalu sekarang di rujuk ke tglyosohati bpk ibu jaga keluarga kita masing biar du jauh dari virus yang bahaya itu,orang karangturibalak cawassudah tular virus corona
3086,1,culi bayi hari ini rabu tanggal januari jadi culi bayi di bangil korban dari rumah sakit bangil hendak pulang ke pandaan tepat di depan pasar bangil sekitar jam siang korban maksud cari angkut ke pandaan tiba ada mobil elp warna hitam yang tumpang orang laki dan perempuan,culi bayi di bangil culik kabur pakai mobil elf warna hitam
3087,1,aduuuh gue yang kristen saja risih yang kayak beginianmaksa banget sih pakai di blender begitu memang campur sari cukup saling hormat sayang satu dengan yang lain tanpa harus di mixed begitu sudah lebih dari cukup emang agama islam dan kristen baru muncul sampai harus di remix seperti itu dari dulu agam agama juga sudah ada ngeliat seperti itu yang ada gue yang akak,video hancuur hancuuur natal pakai shalawat
3088,1,habib ali bin abdurrohman al jufri dari hadromaut dtng ke indonesia untuk tabligh akbar acara di jakarta beliau ulama dunia yang biasa dakwa di eropa insyallah datang habib ali ke indonesia bawa barokah untuk indonesia allahu akbar,habib ali al jufri akan hadir reuni
3089,1,spanduk yang tulis warga nahdliyin rindu khilafah dan logo nu nemu foto tahun belum sas jadi ketua pbnu ayoo podho melek nu sing manut mbah hasyim kwi iki di matlaah ben erti,spanduk warga nahdliyin rindu khilafah milik nu
3090,1,idak pernah presiden foto dengan pakai cadar dengan yang ini ada,tidak pernah presiden foto dengan pakai cadar dengan yang ini ada
3091,1,halo hingga kini menkes awan agus putranto tidak milik akun instagram jadi hatihati ya jika ada akun yang mengatasnamakan beliau untuk tau aktivitas menkes kamu bisa pantengin akun official menteri sehat di twitter instagram facebook,akun instagram palsu menkes awan
3092,1,saya tak pernah garis cabut hak kjp yang harus adalah bina lebih jauh orang tua panggil anak panggil ajak diskusi jadi mereka didik lebih jauh,anies pilih bina daripada cabut kjp untuk siswa yang demo
3093,1,dandenpom tangerang letkol cpm indra jaya aman mobil plat dinas yang pakai orang sipil telah dperiksa kantor polisi militer nyata kendara sebut adalah anggota banser yang akan apel ke pacar nya yang aku anggota tni sespri jabat militer,dandenpom tangerang aman mobil plat dinas yang pakai anggota banser yang aku anggota tni yang akan apel ke pacar nya
3094,1,bakar mbl di pom bensin sambiroto semarang anak mainin hp di dalam mbl pas bapak mau ngisi bensin di pom info anak tinggal di dalam mobiljadi harap kepada teman semua jangan main hp saat isi bensinmatikan mesin mobil demi jaga keselamatankeamanan diri sendiri,akibat main hp pom bensin sambiroto bakar dan sebab orang anak tinggal
3095,1,kami dari polisi negara republik indonesia menghibau kepada seluruh masyarakat indonesia tetap waspada dan hati hati perhati bagi guna facebook dan bbm metro tv baru saja keluar berita bahwa hacker sudah mulai masuk facebook dan bbm,hacker sudah mulai masuk facebook dan bbm
3096,1,direktur reserse kriminal umum polda metro jaya kombes suyudi ario seto saya sudah tanya enggak ada agenda itu ya,muncul isu wali kota depok bakal periksa kait duga ijazah palsu polisi beri bantah
3097,1,kayu gelondong import dari china padahal indonesia tidak kurang kayu nyata isi amunisi jelas ini ilegal dan untuk niat jahat,kayu gelondong impor dari china risi amunisi
3098,1,cek tangkap layar,ibu dagang di siram air panas oleh fpi
3099,1,alhamdulillah ya allah tni memang tidak bisa ragu lagi setia kepada rakyat,data resmi tni tunjuk menang prabowo pada pilpres
3100,1,nyata begini cara presiden ajar politik kepada rakyat nilai sendiri oleh kalian,nyata begini cara presiden ajar politik
3101,1,naik bbm malam hari diam bbm turun rupiah terus di liput media koar vanqciattt,tv rusak karena berita harga bbm turun rupiah
3102,1,berita duka zait qkil zirod hampir mati sekarang lagi teng mati di kabar kan perud nya bengkak kaki nya enggak bisa bergrak dan selalu brterian histri dan di kabar kan dia alami kejang tiap menit nya dan tidak hanya itu di kabar kan dia di serang bisul cara mmbabi buta di bagi prut dan bokong nya cara masal,said aqil siroj kabar sakit
3103,1,anak hilang saat tinggal belanja nyata culik ayah sendiri,pesan beranta culi bocah rekam kamera awas
3104,1,prabowo saya ini produk asing,melintir konteks video prabowo subianto saya ini produk asing
3105,1,masih ada didik agama di sekolah saja banyak ajar sekolah tingkah laku sudah lampau batas apalagi kalau sampai di tiada akan jadi apa anak anak kita nanti,didik agama akan hapus
3106,1,hai moms hatihati konsumsi beberapa bagi ayam di bawah ini ya,hatihati konsumsi beberapa bagi ayam ini
3107,0,sebar kabar lalu whatsapp dan media sosial yang kata lurah genuksari semarang masuk zona merah difteri,wali kota semarang bantah ada lurah yang masuk zona merah difteri di daerah
3108,1,hubung dengan rekruitmen calon karyawan pada usaha pt hokinda citralestari untuk wilayah kerja liput region jawa region sumatra region kalimantan dan bagi indonesia timur ang di laksana di departement of human resourcer development pt hokinda citralestari yang tuju untuk tentu individu yang tepat dan kualitas sesuai dengan tuntut dan tantang dari tiap posisi yang kami tawar guna dukung hasil dan lanjut dari giat operasi pt hokinda citralestari di tiap wilayah kerja di indonesia,panggil interview di pt hokinda citralestari
3109,1,harus pak fadli zon sadar kami paspampres utama grup tim advance dan aslog paspampres selalu ada hampir jam samping bapak presiden jokowi karena kami harus siap semua butuh penting beliau masuk seleksi siapa yg mau temu beliau jadi paspampres lebih tahu apa yg laku dan kerja bapak presiden jokowi kami tahu kerja dan kami juga tahu bahwa kerja dprri periode ini paling runyam target kerja tidak penuh ahli nyinyir dan kerja nol besar,harus pak fadli zon sadar
3110,1,perhati baik kayak cacing panas bagai cara yang mau di lakuka jokowi dan rawan mulai dari fb yang mau di blokir dan masuk warga asing dari tiongkok dan bagi uwang dan makan di pinggir jalan saking takut nya tumbang dari kkedukan nya apa kayak begini yg nama jantel man,video jokowi bagibagi uang yang pelintir informasi
3111,1,dasar tipu gila abad ini kapan kamu henti bohong,video serbu tenaga kerja asal china darat di bandara haluoleo kendari
3112,1,selain erp pemkot depok punya opsi terap ganjilgenap di margonda perintah provinsi jawa barat pemprov jabar wacana jalan margonda raya bayar atau electronic road pricingerp hal itu laku untuk atas masalah macet yang tak mudah atas di jalan utama kota depok turut ide terap skema jalan bayar juga bukan satusatunya opsi yang bisa ambil oleh pemkot depok dalam urai macet sebab ruas jalan di margonda tak terlalu mungkin untuk terap bijak erp pemkot depok juga belum pernah pikir untuk terap erp jauh ini kata dia opsi bijak yang mungkin dapat tempuh pemkot untuk siasat macet adalah dengan terap ganjil genap di jalan margonda kalau untuk kita belum ke arah erp kita masih pikir yang konvensional saja karena ingat ruas jalan pendek dan banyak keluar masuk kendara dari mukim kita baru pikir untuk laku kaji di margonda itu ganjilgenap di weekend jadi apa solusi kamu atas macet kota depok dari dua opsi sebut foto artikel kumpar,pemkot depok akan terap bijak jalan bayar di ruas jalan margonda
3113,1,tetap tarif tol rupa wenang dari menteri kerja umum dan rumah rakyat pupr di mana untuk jalan tol yang masih dalam tahap konstruksi tarif belum tetap,informasi tarif tol jakartasurabaya yang edar di media sosial media pesan dan media daring
3114,0,sdrmursal reportermeninggal bunuh telah papar limbah minyak goreng tubuh dapat lebih dari tusuk pisau mati tragis untuk seluruh negeri dia telah upaya beri kontribusi kepada lebih dari satu miliar orang dalam upaya aman pangan untuk sehat kita dia bayar hidup yang masih muda yang kita bisa laku untuk adalah forwarding ungkap rasa terima kasih,mursal tinggal bunuh telah papar limbah minyak goreng
3115,0,surat man injured ini mobile phone blast ketika buka yang tampil tidak seperti yang tampil di tangkap layar sebut yang tampil adalah seperti di tangkap layar ke bhavesh thummer suffered injuries tapi his chest left eye and ear and was taken tapi smimer hospital where his condition is reported tapi be out of danger,orang di india dada hancur karena hp samsul mbleduk
3116,0,the end of the legend buah berita duka bagi saya dan bagi banyak orang bogor gemar kopi liong bulan kopi legendaris ini tutup lama tutup umur telah tahan tahun di kota bogor,the end of the legend kopi liong bulan
3117,0,tv kembali tenang dagang di trotoar tanah abang,tv kembali tenang dagang di trotoar tanah abang portalislamid serang aniessandi dengan berita hoax metro tv malu haji lulung
3118,1,nyata kapolda riau negara boleh tak ada tentara tapi polisi harus ada,nyata kapolda riau negara boleh tak ada tentara tapi polisi harus ada
3119,0,meme yang isi foto aidit dan jokowi dengan narasi aidit revolusi mental tak akan hasil kalau masyarakat tidak jauh dengan agama dan jokowi revolusi mental akan gagal kalau agama tidak pisah dari politik,jokowi revolusi mental akan gagal kalau agama tidak pisah dari politik
3120,1,ktp laku bom kampung melayu,ktp laku bom kampung melayu
3121,0,alfian tandjung tuduh nu kendal raya hut pki pada tanggal mei,alfian tandjung tuduh nu kendal raya hut pki pada tanggal mei
3122,1,mak tambain lagi mbak mas pirsa pada komengapa benar ini akun pak antasariii mak ngeceknya entar tunggu klaripikasi skrinsyut choel dulu itu skrinsyutnya asli benar apa palsu belon diklaripikasi pepo okkkkeeetenks komeng mbak mas pemirsaaa yessss selamat makar malam ya,akun twitter antasari azhar
3123,1,sari roti roti gratis bayar cash dari allah yang maha kaya si jual roti yang bersedeqah,klaim si jual roti yang sedekah di aksi damai
3124,1,di media sosial facebook edar akun mengatasnamakan jendral gatot nurmantyo,jendral gatot nurmantyo tidak milik akun media sosial
3125,1,buah foto dengan tampil kondisi pintu tol yang penuh oleh kendara dan klaim ada di salah satu pintu tol indonesia,foto macet di brebes
3126,1,lengser terus ngumpet ya,jokowi kabar siap pindah jadi warga negara singapura jika lengser
3127,1,menindaklanjuti surat edar kepala dinas didik provinsi dki jakarta nomor se tentang panjang ajar jarak jauhpjj pada masa darurat covid dan panjang masa batas sosial skala besar psbb diberitahukan halhal sebab giat ajar jarak jauh laksana sampai dengan hari jumat mei libur idul fitri tanggal mei sd juni,surat libur ajar jarak jauh hari idul fitri tanggal mei sd juni dki jakarta
